user_id,feature_name,usage_timestamp,usage_count
U00001,team_invite,2026-06-23 02:00:00,2
U00001,team_invite,2026-06-26 08:00:00,4
U00001,team_invite,2026-06-16 07:00:00,1
U00001,team_invite,2026-06-23 16:00:00,2
U00001,automation_rules,2026-06-15 10:00:00,2
U00001,automation_rules,2026-06-20 13:00:00,1
U00001,automation_rules,2026-06-15 22:00:00,2
U00001,export_csv,2026-06-13 12:00:00,3
U00001,export_csv,2026-06-15 18:00:00,4
U00001,export_csv,2026-06-22 23:00:00,1
U00001,export_csv,2026-06-25 17:00:00,2
U00001,api_access,2026-06-15 16:00:00,4
U00001,advanced_search,2026-06-18 14:00:00,4
U00001,advanced_search,2026-06-21 13:00:00,2
U00002,reports,2026-03-06 11:00:00,3
U00002,reports,2026-03-13 19:00:00,2
U00002,reports,2026-03-18 09:00:00,3
U00002,reports,2026-03-15 13:00:00,2
U00002,advanced_search,2026-03-07 06:00:00,4
U00002,advanced_search,2026-03-10 03:00:00,3
U00002,advanced_search,2026-03-10 14:00:00,2
U00002,advanced_search,2026-03-17 12:00:00,4
U00002,automation_rules,2026-03-05 13:00:00,4
U00002,team_invite,2026-03-09 08:00:00,1
U00002,Team Invite,2026-03-11 21:00:00,3
U00002,export_csv,2026-03-16 21:00:00,1
U00002,export_csv,2026-03-17 07:00:00,3
U00003,reports,2026-02-03 22:00:00,1
U00003,reports,2026-01-27 13:00:00,4
U00003,reports,2026-02-10 11:00:00,4
U00003,api_access,2026-02-08 02:00:00,4
U00003,api_access,2026-02-03 16:00:00,1
U00004,automation_rules,2026-06-02 00:00:00,4
U00004,automation_rules,2026-05-26 19:00:00,3
U00004,automation_rules,2026-05-22 19:00:00,4
U00004,automation_rules,2026-05-22 01:00:00,4
U00004,automation_rules,2026-05-28 13:00:00,1
U00004,integrations,2026-05-23 02:00:00,4
U00005,reports,2026-01-16 10:00:00,1
U00005,reports,2026-01-23 17:00:00,2
U00005,reports,2026-01-13 15:00:00,4
U00005,reports,2026-01-09 03:00:00,3
U00005,reports,2026-01-11 20:00:00,1
U00005,reports,2026-01-12 03:00:00,2
U00005,reports,2026-01-14 10:00:00,3
U00005,reports,2026-01-13 12:00:00,4
U00005,reports,2026-01-15 03:00:00,2
U00005,custom_alerts,2026-01-12 17:00:00,2
U00005,Custom Alerts,2026-01-23 08:00:00,1
U00005,custom_alerts,2026-01-18 14:00:00,4
U00005,billing_page,2026-01-15 15:00:00,3
U00005,billing_page,2026-01-14 14:00:00,4
U00005,billing_page,2026-01-18 20:00:00,1
U00005,integrations,2026-01-13 02:00:00,4
U00005,integrations,2026-01-14 21:00:00,3
U00005,integrations,2026-01-18 11:00:00,3
U00005,integrations,2026-01-15 21:00:00,4
U00005,integrations,2026-01-12 16:00:00,3
U00005,integrations,2026-01-14 05:00:00,3
U00005,integrations,2026-01-17 05:00:00,4
U00005,integrations,2026-01-12 04:00:00,2
U00005,integrations,2026-01-15 15:00:00,1
U00005,export_csv,2026-01-23 09:00:00,4
U00005,export_csv,2026-01-14 17:00:00,4
U00005,export_csv,2026-01-19 11:00:00,4
